index,sentences,abuse,sentiment,offensiveness
30583,추후에 이번 코로나사태를 모방하여 돈을 벌려는 젱ㅑㄱ회사나 연구소가 있다면.... 우리는 마스크를 벗고 다닐수 있을까나....,NON,NEU,NOT
30584,사과에몽 씹년아 사과해 객ㅇ튼련아 ,ABS,NEG,OFFEN
30585,來美安,NON,NEU,NOT
30586,3:03 ㅅㅂㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,ABS,NEU,OFFEN
30587,야카이무현 확정 아니노 ㅋㅋㅋㅋ,NON,NEU,NOT
30588,헐ㅠ 크기완전좋아요. 오자마자 꽃게탕했는데요 크기보세요. 냉동이지만 고퀄꽃게탕이에요 돈 많이벌어 부담없이 또 왔음좋겠어요.완전최고입니다,NON,POS,NOT
30589,말도 안 되는 이유를 들며 악성 댓글을 남기는 등의 폭력을 저지르는 그들이 정말 끔찍하다. 사회악이 너무 많다.,NON,NEG,NOT
30590,슨사모인사람들만 개추,ABS,NEU,NOT
30591,딱스터콜 칼삭개웃기노 ㅋㅋㅋㅋㅋㅋ,NON,POS,NOT
30592,결국 돈때문,NON,NEU,NOT
30593,사랑 앞 개또라이미친년이라 ,ABS,NEG,OFFEN
30594,쀼의 세계 본다,NON,NEU,NOT
30595,이것만 한 만화가 없다.,NON,POS,NOT
30596,이만큼 해도 다 수집못함 개같은 폐지줍기 게임,NON,POS,NOT
30597,한국조폭영화보단 낫다,NON,POS,NOT
30598,아니근데진짜 빌스택스 못나오는게 존나아쉽네,ABS,NEU,NOT
30599,존나이쁜여자랑사귀고싶노,ABS,NEG,LIKELY
30600,이런 기사. 좋음  수면제 먹는1인… 잠이 없어 3~4시간 도 못자는편,NON,POS,NOT
30601,헛질,NON,NEG,NOT
30602,이정도면.  다이렉트로  팔고 더 이윤 남기세요,NON,NEU,NOT
30603,이누도 잇신 감독 영화라서 봤는데 정말 재밌었음.,NON,POS,NOT
30604,씨발련이,ABS,NEG,OFFEN
30605,스카이민혁 우리는 멋쟁이들 부분은 좋지 않았냐?,NON,POS,NOT
30606,아니먼 소라카부야씨발 가련이가걍장난치는거를 ,ABS,NEG,OFFEN
30607,시발 그년 또 전화하자하네 ,ABS,NEG,OFFEN
30608,영양제 골고루 챙겨먹은지 6개월인데 편두통 없어짐!,NON,NEU,NOT
30609,울갤이 디시 최고의 좆목갤인가요 ,ABS,NEG,LIKELY
30610, 인생아이템 찾음.. 입술이 검은 편에 건조해서 매트립은 절대 못 바르는데 이건 대박이네요. 착색 진짜 잘 돼요. 색은 물론 너무 마음에 들고.. 왜 진작 안 썼을까ㅜㅜ,NON,POS,NOT
30611,협동전빼고 재밌다,NON,POS,NOT
30612,나는 유부녀랑 섹스한적이 있었는데 ,ABS,NEG,OFFEN
30613,원곡 그대로 랩한 바이스설사 데려와라 시발ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,ABS,NEU,OFFEN
30614,Another feminine book,NON,NEG,NOT
30615,고혈압은 고강도 운동이 답임 내가 혈압 130 90 에서 110  60으로 낮춤,NON,NEU,NOT
30616,내 등좀 존나쌔게 밟아줄사람,ABS,NEG,NOT
30617,사회복무요원들은 언제 맞는거죠? 현역 군인들은 맞고 저희는 어떻게되는건지..근데 외국인근로자 우선..?,NON,NEG,NOT
30618,스윙스 포함 회사가 병신인이유,ABS,NEG,OFFEN
30619,"백신 많은 영국, 미국 아직도 코로나 환자가 매일 2만명 이상 걸리고 있는 것 같은데, 백신없는 우리나라 마스크는 잘쓰고 다니고 위생수칙은 잘지켜 확진자는 천명대...원숭이도 알겠다.. 백신 맞는것도 중요한데 마스크와 위생수칙 준수가 더중요하다는 걸...",NON,NEG,NOT
30620,본인 이거 보고 웃엇는데 정상이냐..?,NON,POS,NOT
30621,언제까지 구라칠래 오지도 않는 비 온다고 기상청 이것들은 일 똑바로 안하냐,ABS,NEG,LIKELY
30622,그런생각한게너무미안혀서강아지랑 꼭끌어안는중 ,NON,NEG,NOT
30623,아니 이딴기사가 왜 네이버메인이냐  작작해라 네이버 일좀해라 네이버,NON,NEG,LIKELY
30624,스카이민혁이 진짜 나쁜 새끼인 이유.........,ABS,NEG,OFFEN
30625,맞는게 하나도 없다,NON,NEU,NOT
30626,여성주의!,NON,NEU,NOT
30627,"당연히 안 나타나지...그걸 말이라고 하냐.ㅎ다시한번 이렇게 말해봐요..""백신 맞은사람은 마스크 안해도되고 백신 맞은 사람은 면죄부 대상이라고...""부겸아,,,니가 있는 그자리 얼마나 인재가 없었음 하찮은 널 시켰겠냐...그래,열심히 해봐...",NON,NEG,NOT
30628,프랑스 프리미엄 키친 웨어 브랜드 르크루제 코리아는 여름의 맑은 하늘을 고급스럽게 표현한 ‘퓨리스트 블루 컬렉션’을 새롭게 출시했는데 브랜드에 따르면 이번 컬렉션은 여름 특유의 맑은 블루 스카이 색상을 은은하고 세련된 컬러로 표현해 화사하고 맑은 여름 테이블 세팅을 도울 주물냄비 2종과 스톤웨어 6종으로 구성되어 있다는데 사진 보니까 너무 예쁩니다.,NON,POS,NOT
30629,병신새끼 ㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇ,ABS,NEG,OFFEN
30630,쌍용차 노조들 쇠파이프 들고 공장 지붕 위에 올라가 파업하던 모습을 상기해야 함. 너무 충격적이어서 아직도 잊혀지지가 않음. 쌍용차 인수는 미친 짓.,NON,NEG,NOT
30631,관상은 과학이다.,NON,NEU,NOT
30632,도움이 될 수도 있겠네요. 그런데 더위가 더 큰 적인 것 같네요.,NON,POS,NOT
30633,그런 여성은 21세기 잘 나가는 커리어 우먼으로 살아야 하는 타입이다.,NON,NEU,NOT
30634,지금 여친 섹스할 때 ㄹㅇ 별 거 다 해줌,ABS,NEG,OFFEN
30635,어우 개시름 ㅜ,ABS,NEG,LIKELY
30636,"학자들이 저렇게 토론을 해도 직접 미국에서 정치적 옳바름 문화를 경험하고 온 나는 말한다. 공산주의처럼 이론으로는 완벽해도 경험한 사람은 반공주의자가 되듯이. 모든 국민이 서로에 대한 불신으로 말꼬리잡기위해서 눈이 날카로워지고 분위기 살벌해지고 늘 어떤 제3의 감시자가 따라다니면서 친구와 있던 직장동료와 있던 내 말을 모두 감시하는 느낌. 그래서 조금이라도 어떠한 말실수를 하면 기겁을 하며 정정하는 그런 문화. 가장 답답한것은 그런 사회에서 가장 당당하고 자기세상인듯 까부는 애들이 생기는데 죄다 퀴어, 이런애들.",NON,POS,NOT
30637,야와이 노부터 이기까지 ㅋㅋㅋㅋ호감이노,NON,POS,NOT
30638,아근데 념글 시발 너무 날로 먹었네 애새기들 ,ABS,NEG,OFFEN
30639,여자 알기를 좆같이 알고,ABS,NEG,OFFEN
30640,유입들 처음에는 울갤에 모쏠면씹찐따병신만 모인줄알고,ABS,NEG,OFFEN
30641,풀버젼 존나 빨리 올리네,ABS,NEU,NOT
30642,비가오긴 ㅋㅋ 너 무 맑아서 탈이다,NON,NEU,NOT
30643,인생좆같네요.,ABS,NEG,OFFEN
30644,1884년에 영국에서 만들어진 인형,NON,NEU,NOT
30645,이게 좌파들의 뇌수준.. 비방하고 아니 어린애라도 저런짓은 하지말라고하겠다 나이40넘게먹고 머하는짓인지.. 나이값이 아깝다.. 도대체 20 30대 보다 못배워그런가.. 40 50대 민주당빠들은 언제 철들래??? 20 30대한태 욕먹는게 좋나보다.. 근대 저게 일베하는짓이랑 머가달라?? 난 일베욕하면서 저런짓을 하는자체가 그냥 제3자로 봤을때 걍똑같은놈들 이라고 말할수밖에 없을꺼같다. 좌파쪽 일베 ..극성지지자들 일베욕하면서 지들이 더한 일베짓을 하고있는 시츄에이션,NON,NEG,OFFEN
30646,부지이전 건설비 뽑아먹으러 가는거겠지ㅋㅋ,NON,NEG,NOT
30647,다른여자를 공급해준다......그게 할일이지....,NON,NEG,NOT
30648,케이카 이용하고 이상한 중고차 매매상 가지마시길.그리고 중고차 시장에 대기업 들어와야 소비자들이 피해없음 중고차 딜러중 아닌 사람도 있겠지만 90%가 사기 허벌 육수 가오 문신충이고 뜨끔하고 부들거리면 인생 되돌아 보시길,ABS,NEU,OFFEN
30649,베풀며 사는거 그거 절대 좋은거 아닌거 같다,NON,NEU,NOT
30650,아이린 뭔가 친구들 중에 같이 영화관 갔을 때 순서대로 들어갈 때 지가 첫번째로 들어갔으면서 가운데에 앉는 애 같음,NON,NEU,NOT
30651,"김수민 아나운서께서 시원하게 말씀해주셨네요. 용기있는 발언 해주신 김수민님도, 견디기 힘들었겠지만 성차별적 온라인 학대를 이겨내고 엄청난 기량을 발휘해 주신 안산 선수도, 그리고 하루하루 각자의 위치에서 힘쓰는 모든 비 성차별주의자들을 응원합니다!!",NON,POS,NOT
30652,"예지, 슬기 <- 걍 인간 자체가 귀여움",NON,POS,NOT
30653,김 전 아나운서분이 이렇게 좋은 발언을 용기있게 해주셨군요! 좋은 기사 내주셔서 감사드립니다,NON,POS,NOT
30654,머리숱 너무 많아 고민인데 M자형 탈모 되고 싶은데 방법 없을까나~？？,NON,NEG,NOT
30655,"엄연히 대기업이다. 아모레퍼시픽, 코오롱 이런곳보다 재계순위 높음",NON,POS,NOT
30656,애덜  수준이  그냥  대깨문임,ABS,NEG,OFFEN
30657,한국사 배울때 ㅈ같이 재미없는이유,ABS,NEU,OFFEN
30658,감각 적고 성공적 이름대로 풀리면 좋겠다는 것도 기분 좋고 가격도 너무 착해서 얼른 샀지요 색상 이뻐요,NON,POS,NOT
30659,96.7% 미접종자 되고 싶었던 국민 없을거다. 백신도 못 구해오고 돌려막기도 제대로 못한 무능한 정부야.,NON,NEU,NOT
30660,애들도 뭘 알아야 자기 몸 소중한지 알지 좋네 소년용도 한권 써주시길~,NON,POS,NOT
30661,준영이 미래가 기대됨,NON,POS,NOT
30662,바이스벌사 딴건 모르겠고 피부 개좋더라,NON,POS,NOT
30663,조순영 노아주다 ㄹㅇ 잘하는데?,NON,POS,NOT
30664,멋짐요!,NON,POS,NOT
30665,무,NON,NEU,NOT
30666,구라치지마 시ㅡ발,ABS,NEG,OFFEN
30667,씨발 오늘 또 존나 느낌 철구랑 김민교는 걍 존나 안맞음,ABS,NEG,OFFEN
30668,대ㅡ기,NON,NEU,NOT
30669,그.. 금속노조는 이럴때 노조경영한번 해봐야하지않습니까? 꼭 소득주도성장 같은거 해보고 망해봐야 정신차리는 것 마냥… 아니 제가 무슨 소리를 아무튼 화이팅입닏ㅏ,NON,NEU,NOT
30670,세상이 미쳐돌아가는구나,NON,NEG,NOT
30671,아 갑자기 앨범 모으고 싶어서 죽겠네,NON,POS,NOT
30672,저는 응원할게요!!!,NON,POS,NOT
30673,예의도 정말 바르시고 아이들 교육도 잘시키신분.. 큰아들분도 너무 잘자라신게 눈에 보이더라 딱,NON,POS,NOT
30674,정말 최고였는데.. 마지막이.. 이련결말. 싫다..ㅠ,NON,POS,NOT
30675,댓글들이 서로 관심가지지 말라네 나이먹어 발기부전온 남편에게 갱년기온 부인에게 각자도생하라하네 왜 같이사는건데? 그냥 헤어져...아니 헤어질상대가 있길해?,NON,NEG,LIKELY
30676,에휴...남 잘되는거 배아파하는 심리는  언제 사라질려나...안산  선수  퐈이팅!!!!!,NON,POS,NOT
30677,재밌긴한데 ;; 서버핑이 폭발하네;;,NON,POS,NOT
30678,바위든 씨발놈 동물농장 끊어서 앞으로 뭘하든 욕박는다,ABS,NEU,OFFEN
30679,바이든 당선확정 뉴욕 아파트 반응,ABS,NEU,NOT
30680,동백이 씨발  어이없네,ABS,NEG,OFFEN
30681,이갤 개돌아이들만 잇네,ABS,NEG,OFFEN
30682,지니어스 ost보고 이거 생각나서 봤는데 재밌음,NON,POS,NOT
30683,거대의약회사의 횡포!!!  AZ는 처음부터 가격을 낮게 설정하고 전세계 고른 공급에 힘쓰겠다고 했지~~.,NON,NEG,NOT
30684,중국과 인도가 대단하구나 없어져야 할 나라닷,NON,NEG,LIKELY
30685,스카이무현 개추 vs 윾자 비추,ABS,NEU,NOT
30686,바이스벌사 따라해봄 ㅁㅌㅊ,NON,NEU,NOT
30687,작년 쇼미엔 씹; 뭐가 어케 된거냐,ABS,NEU,LIKELY
30688,"Might & Magic X - Bugs 안녕하신가! 힘세고 강한 아침, 만일 내게 물어보면 나는 왈도. 이 게임을 묻는다면 나는 재미. 정상은 의외로 언어. 비정상 요소 하지만 게임 많다! 가져라 재미를!",NON,POS,NOT
30689,장마 다시 시작하는거냐 개상청아 ㅡㅡ,ABS,NEG,OFFEN
30690,이 노래 존나 좋음 진심ㅈ,ABS,POS,NOT
30691,평점이상은 되는데 전개도 빠르고 내용도 괜찮고,NON,POS,NOT
30692,지금까지 연예인들 사건사고터지는거보면서 연예계에서 인성이 얼마나중요한지알텐데...폭로가 사실이라면 얼굴이랑 소속사믿고 너무 막그랬네...,NON,NEU,NOT
30693,색깔 너무 이뻐요 ㅎㅎ 가을에 잘 어울리는 색깔이네 오 발림 좋고 지속력은 보통이에요,NON,POS,NOT
30694,빨로총이 말아먹은회사~~빨로총해산조건아니면 또 망한다,ABS,NEG,OFFEN
30695,"지상파 중계 안해주면 케이블 채널100번대에 나오는 sbs 스포츠, Kbs n 스포츠, mbc스포츠플러스 등 방송3사 스포츠채널 에서 중계해준 어제 한일전 여자 배구 보면 되었는데요. 집에 iptv 있으면 다 볼수 있었지요. 융통성 발휘 합시다.",NON,NEG,NOT
30696,지들이 수준이 쓰레기같으니까 여자들도 같은 수준인줄 아나보지? 괜히 지레 찔리고 지들만 쓰레기 되는것 같으니까 어떻게 해서든 바닥으로 끌어내리려고 아득바득 말도 안되는 헛소리 해대며 괴롭히네. 안산선수 3관왕 너무 축하드립니다! 응원하고 있어요!!!!,NON,NEG,NOT
30697,야카이무현 운지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,ABS,NEG,LIKELY
30698,"릴보이 원슈타인 랩하다 좆카이민혁 ""에스케와 슬랫!!!!!""",ABS,NEU,NOT
30699,재앙국 기상청 재앙재앙,ABS,NEG,LIKELY
30700,개추 홀수로 안달면 정신병걸림,ABS,NEU,NOT
30701,편의점에서도 쌀을 판다니 참으로 반가운 소식이군요. 원래는 번거롭게 멀리있는 농협까지 가서 쌀을 구매하여 섭취하였지만 이제는 가깝게 집 앞의 cu를 통해 쌀을 사먹을 수 있다니 참으로 기쁩니다. 좋은 서비스를 제공하여 고마워요 씨유~~,NON,POS,NOT
30702,이 영화를 보면서 정말 많은 것을 느끼고 많이 울었다..,NON,POS,NOT
30703,어제처음 사용해봤는데 진짜 복근에 자극 잘오네요,NON,POS,NOT
30704,풋~,NON,NEU,NOT
30705,3800억은 자기가 준비하고 낭서지는 빚이네 국민주? ㅎㅎㅎㅎㅎ   웃겨,NON,NEG,NOT
30706,아빠가 엄마한테 일럿음 나 장염인거같다고 ,NON,NEG,NOT
30707,와 진짜 존나 꼴린다 시발 ,ABS,NEG,OFFEN
30708,미쳐도 한참 미쳤군,NON,NEG,LIKELY
30709,기리보이 씨발아 민혁이 떨어트리라고,ABS,NEG,OFFEN
30710,내부거래로 몇조원 번 인간 등장,NON,NEU,LIKELY
30711,나만 담배 한 반갑피면 오르가즘이 좀 더 세지는 느낌이냐?,ABS,NEU,LIKELY
30712,좆맹이새끼 판도 하노?,ABS,NEG,OFFEN
30713,멀티가 실행이 안돼요ㅠㅠ 이거 진짜 작년부터 그러더니 아직 그러네요!!! 혹시 pc버전 멀티 실행하면 계속 접속 자체가 안되는 오류 해결법 아신분 알려주세요ㅠㅠㅠ진짜제발ㅠㅠㅠ,NON,POS,NOT
30714,에이아이댑스 에이콘 화이팅 입니다날아올라라~~~최고의기술,NON,POS,NOT
30715,3차도 맞고 4차도 맞나???  평생 백신맞다 부작용으로 죽을듯.......차라리 걸려서 면역력생기는게 나을듯.......,NON,NEG,NOT
30716,치매만 안걸리고 죽었으면 소원이 없겠습니다,NON,NEU,NOT
30717,염보 진짜 요새 방송 미친새끼같네 좀 쉬어라,ABS,NEG,OFFEN
30718,난 인방사건사고에 비하면 저건 진짜 ㅈ도아닌거같은데 ㅋㅋㅋ,ABS,NEU,LIKELY
30719,"너무 재밌어요 ,^ㅡ^",NON,POS,NOT
30720,스카이벌사 ㄷㄷㄷ,NON,NEU,NOT
30721,"경기도는 29일 0시부터 오후 9시까지 코로나19 신규 확진자 510명이 추가됐다고 밝혔는데 이는 전날(28일) 같은 시간에 집계된 425명보다 85명 더 많고, 역대 같은 시간대 집계 중에서도 가장 많은 규모라서 모두 신경쓰고 방역수칙 잘 지키시기 바랍니다.",NON,POS,NOT
30722,다만 전체적으로 흰끼가 있긴 합니다. 2 색상 만 사려다가 2 색상 추가구매 해서 사은품은 못 받았네 오ㅠ 여름쿨톤 색상 같아서 예뻐요,NON,POS,NOT
30723,우습다 이것도 기사라고 세상이 미쳐 돌아가고 있슴 신차보다 비싼 중고를 누가 사겠어?,ABS,NEG,LIKELY
30724,어쩌라고 기리 씨발련아 ㅋㅋㅋㅋㅋㅋ,ABS,NEG,OFFEN
30725,부정식품 아래것은 무엇입니까?? 못먹는것이지 않습니까.. 그런걸 가난한 사람한테 먹으라고 하면 안되지요. 대통령후보면 말과 언동에 주의를 기울여 주시기 바랍니다. 120시간 일하면서 부정식품 아래것을 가난하다고 먹으면 안됩니다. 몸망가 집니다.,NON,NEG,NOT
30726,안녕자기 ㅈㄴ 듣기싫다,ABS,NEG,OFFEN
30727,색감이 너무 이뻐요. 발림성 지속력 만족입니다.,NON,POS,NOT
30728,방탄이랑 블핑이 최고죠,NON,POS,NOT
30729,몸이 개피곤하면 그냥 뻗는다,ABS,NEG,NOT
30730,쓰레기들이 건강하게 오래살고는 싶은가보네 최악의 인간은 빨리 사라져야 이런기사 올리지말길바랍니다 관심도 없는데,NON,NEG,OFFEN
30731,"재개발로 저 동네 거의 이사하고 동네가 비었는데.. 교회 보상금 6배 530억 요구하며 알박기함. 하나님 운운하며, 신도들이여 돈에 목숨거는 목사말 듣지말고, 댁에 자녀들 말좀 들으소~ 제발.",NON,NEG,NOT
30732,"재료의 품질, 맛, 비주얼적인 만족도는 물론 양까지 생각하면 '호텔'이라는 프리미엄을 빼도 값어치를 한다고도 볼 수 있는 달콤한 밀크 아이스 위에 동그란 티라미수 케이크들과 호텔 로고가 새겨진 미니 초콜릿을 올린 티라미수 빙수가 땡깁니다. 좋은 정보 감사합니다.",NON,POS,NOT
30733,정말..ㅜㅜㅜ화면 바뀔때 감동이 너무 컸다 정말 천재적이다,NON,POS,NOT
30734,탈부기가 내 형인데 병신들 ,ABS,NEG,OFFEN
30735,하나의 감정만으로는 이름 붙여질 수 없는 나의 기억들,NON,NEU,NOT
30736,아샌 씨발아 철현이 마음 불내지마라,ABS,NEG,OFFEN
30737,<2ND> : : 우리 예쁜 세종/천안색시님 오랜만입니다.,NON,POS,NOT
30738,왜 쑈로 보이지?,NON,NEG,LIKELY
30739,어떤말이 필요할까요.,NON,POS,NOT
30740,전라도 출신만 개추 ㅋㅋ,ABS,NEU,NOT
30741,지금 타임스퀘어에 사람들 몰려있는가봐,NON,NEU,NOT
30742,추가시간은 6분이아쳐주노 ㅋㅋㅋㅋㅋㅋㅋ,NON,NEU,NOT
30743,이정도면 고의적이네,NON,NEU,NOT
30744,저러다가 이번 모더나처럼 갑자기 다른 걸로 바꾸면 대박이겠네ㅋㅋㅋㅋㅋㅋ모더나 공급차질도 맞긴 하지만 50대 예약 받기 전에는 이미 모더나 확보한 것처럼 떠들고 지네 마음대로 바꾸더만ㅋㅋㅋㅋㅋㅋㅋ,NON,NEG,NOT
30745,수많은 신곡에 헬릭스를 펌프가 아닌 디맥에서 보다니... 눈물납니다...ㅠㅠb,NON,POS,NOT
